b0070,b0781,b2312,1
b1278,b1415,b3774,1
b1069,b2486,b3662,1
b2600,b3974,b4230,1
b1261,b2912,b4193,1
b0522,b1489,b1920,1
b1692,b2053,b3633,1
b2133,b3729,b3737,1
b1814,b2247,b3255,1
b2315,b2661,b3201,1
b0179,b0849,b3774,1
b0074,b3057,b3371,1
b0036,b0651,b0777,1
b2234,b2499,b3623,1
b1662,b2310,b3788,1
b2019,b3385,b4245,1
b0522,b3005,b4384,1
b0133,b0311,b4208,1
b1616,b2022,b2418,1
b0696,b1208,b2796,1
b0543,b3008,b3360,1
b0238,b1090,b1277,1
b1208,b3571,b3697,1
b0159,b0180,b3708,1
b1185,b2302,b3196,1
b0423,b0508,b1539,1
b0084,b2247,b4356,1
b0110,b0774,b3409,1
b0931,b1260,b2926,1
b2180,b3291,b3770,1
b0040,b1098,b2065,1
b0052,b1486,b4105,1
b0166,b3792,b4233,1
b1109,b2026,b2411,1
b0179,b0810,b1190,1
b0004,b2578,b2925,1
b0417,b1694,b3633,1
b0692,b3480,b3805,1
b0465,b0512,b3770,1
b0154,b1440,b2131,1
b0133,b2053,b3733,1
b0650,b3415,b3941,1
b0054,b0925,b2041,1
b0308,b1524,b4262,1
b0008,b0084,b3224,1
b0593,b0677,b2400,1
b0174,b1858,b3909,1
b1453,b3892,b4040,1
b3018,b4262,b4464,1
b1103,b1907,b3176,1
b0003,b2802,b3581,1
b2265,b3633,b3656,1
b0185,b0709,b1870,1
b0432,b3390,b3639,1
b0040,b2536,b3960,1
b0688,b1854,b2818,1
b0160,b1693,b3956,1
b2033,b3137,b3997,1
b0159,b0343,b2954,1
b0061,b2021,b2166,1
b0914,b2417,b3791,1
b0088,b2223,b4014,1
b0002,b2253,b3634,1
b0131,b1492,b1745,1
b1215,b1710,b4092,1
b1288,b3012,b3825,1
b0243,b3553,b4120,1
b0515,b3631,b3957,1
b0091,b0616,b2154,1
b0096,b2392,b2701,1
b1821,b2023,b2103,1
b0783,b2287,b3804,1
b0369,b2430,b3617,1
b0641,b2579,b3752,1
b1684,b1768,b4006,1
b1812,b3926,b3946,1
b0414,b1927,b3806,1
b0463,b1992,b4160,1
b0242,b0612,b4198,1
b1489,b2261,b3360,1
b0029,b0423,b1465,1
b0085,b0936,b3996,1
b2033,b3774,b4394,1
b0133,b1064,b2752,1
b0595,b1007,b2478,1
b0089,b0182,b1015,1
b0052,b3001,b4014,1
b1592,b2261,b2574,1
b0116,b0180,b1393,1
b0524,b3488,b3730,1
b0875,b3006,b4177,1
b0091,b1518,b2234,1
b0369,b2947,b3225,1
b1814,b2838,b4146,1
b0432,b1262,b2481,1
b2038,b2503,b3991,1
b2096,b2530,b2601,1
b0237,b1126,b2764,1
b0037,b0863,b4214,1
b1602,b2312,b3542,1
b3360,b3543,b4197,1
b0415,b0617,b1484,1
b0181,b1022,b3011,1
b0591,b1210,b1612,1
b2066,b3196,b3908,1
b2476,b2803,b3061,1
b2025,b2422,b3450,1
b0025,b1262,b3650,1
b0431,b1062,b1363,1
b0524,b2288,b3546,1
b0340,b0421,b2687,1
b0120,b0902,b2476,1
b0750,b1249,b3892,1
b0311,b1281,b2234,1
b3575,b4138,b4261,1
b0452,b1262,b2029,1
b2131,b2153,b3781,1
b0750,b2197,b3542,1
b1336,b2023,b2868,1
b1291,b1638,b3770,1
b1215,b2047,b4464,1
b1006,b1857,b4262,1
b2751,b2866,b4383,1
b0776,b1206,b2480,1
b0120,b1200,b2750,1
b1126,b2574,b4154,1
b0171,b3992,b4036,1
b1338,b2025,b2134,1
b0085,b0121,b0347,1
b1022,b1800,b2752,1
b1855,b3028,b3774,1
b0063,b3960,b4394,1
b0674,b2040,b2472,1
b0307,b2175,b2478,1
b0025,b3403,b3617,1
b2134,b3433,b3770,1
b1092,b2926,b3040,1
b1092,b1621,b3374,1
b0185,b1277,b4386,1
b0071,b0514,b2019,1
b0507,b1008,b2763,1
b0674,b1285,b2747,1
b2751,b2866,b3455,1
b1262,b2498,b3059,1
b1136,b2029,b2279,1
b0181,b1064,b3475,1
b0383,b0523,b1680,1
b0078,b3770,b4245,1
b0073,b1069,b3200,1
b0099,b0174,b3727,1
b0842,b1870,b3967,1
b0394,b1856,b3958,1
b0099,b0979,b2472,1
b0066,b3639,b4476,1
b0154,b1677,b3223,1
b0180,b1727,b2866,1
b2205,b2316,b2927,1
b0724,b2148,b2316,1
b0116,b2750,b2866,1
b0004,b1533,b2033,1
b0086,b0352,b1101,1
b0335,b1391,b3199,1
b1613,b2687,b2905,1
b0871,b0914,b3730,1
b0697,b2507,b4005,1
b1093,b1487,b2232,1
b0109,b4073,b4244,1
b2975,b4013,b4233,1
b1854,b4245,b4287,1
b0133,b1709,b2708,1
b0088,b2167,b4120,1
b2428,b2889,b3200,1
b0750,b3265,b3579,1
b1818,b2148,b3199,1
b0369,b2258,b2801,1
b1136,b2170,b2533,1
b2028,b2476,b2489,1
b0171,b0522,b1590,1
b3208,b3997,b4092,1
b0573,b1517,b3939,1
b0159,b0662,b2200,1
b0841,b1012,b3990,1
b0109,b0763,b0809,1
b0131,b1103,b2038,1
b0173,b1097,b3396,1
b2679,b2751,b3248,1
b1091,b1393,b4006,1
b0678,b2938,b3389,1
b0723,b1440,b3993,1
b0635,b0651,b2424,1
b0072,b0110,b2049,1
b1801,b2901,b4040,1
b0522,b0895,b1850,1
b0031,b0731,b2179,1
b0589,b0915,b3224,1
b1761,b2308,b3974,1
b1206,b2040,b4040,1
b1854,b2751,b2827,1
b0577,b1243,b1277,1
b3093,b3656,b4005,1
b0421,b2280,b4219,1
b0088,b1640,b3225,1
b0155,b3850,b3909,1
b0090,b2242,b3627,1
b0077,b1297,b3642,1
b1261,b2202,b3894,1
b0181,b2747,b3885,1
b0777,b1261,b2794,1
b0242,b0867,b2133,1
b2205,b2472,b3856,1
b0895,b0915,b1264,1
b0763,b2478,b3939,1
b0778,b1285,b3812,1
b0049,b0576,b3200,1
b2204,b2329,b4160,1
b0774,b1025,b3826,1
b2265,b2751,b2882,1
b0484,b2198,b2942,1
b3785,b3960,b4388,1
b0166,b3925,b4098,1
b1817,b2281,b4261,1
b2407,b2750,b2888,1
b1025,b1062,b1907,1
b1236,b2026,b2764,1
b0421,b3236,b4139,1
b0776,b2430,b3626,1
b0903,b2430,b3412,1
b3177,b3904,b4153,1
b0160,b1261,b3126,1
b0085,b1391,b3952,1
b0925,b2458,b3360,1
b0004,b1337,b3500,1
b0179,b0709,b3553,1
b3578,b3959,b4337,1
b0632,b3256,b3809,1
b0031,b2029,b4383,1
b1096,b2574,b4167,1
b0339,b2470,b3058,1
b2476,b2587,b3904,1
b1605,b3833,b4160,1
b0874,b2020,b3061,1
b0049,b0180,b1106,1
b0031,b0652,b2688,1
b0621,b3127,b3972,1
b0003,b0586,b0954,1
b0048,b1734,b2599,1
b1982,b2888,b3360,1
b0134,b0521,b3124,1
b0417,b2014,b3255,1
b0641,b2400,b3600,1
b3526,b3642,b3656,1
b0677,b0839,b3177,1
b1896,b2379,b3997,1
b1812,b2599,b4242,1
b2165,b2366,b2499,1
b0639,b3073,b3843,1
b0074,b1859,b2283,1
b0349,b0641,b3788,1
b0494,b3255,b3735,1
b3739,b3809,b3956,1
b2752,b4073,b4100,1
b1711,b1832,b2763,1
b2036,b2747,b3225,1
b1264,b2037,b2866,1
b1192,b3875,b4177,1
b0928,b2476,b3930,1
b1059,b3639,b4064,1
b0174,b1136,b1241,1
b2529,b2937,b3360,1
b0430,b0810,b2020,1
b0103,b0856,b1189,1
b1262,b1818,b3956,1
b2036,b2557,b3622,1
b0523,b1693,b3885,1
b1430,b2750,b3544,1
b0185,b0514,b2393,1
b0597,b2901,b3974,1
b0963,b3619,b3941,1
b0174,b2579,b3633,1
b0903,b1662,b2702,1
b0004,b0722,b3917,1
b2428,b2818,b3733,1
b0776,b0808,b1872,1
b0185,b2373,b3599,1
b0386,b2907,b3500,1
b0185,b0507,b1338,1
b0084,b0242,b1584,1
b1745,b3607,b4287,1
b0485,b2557,b3622,1
b1011,b1800,b2530,1
b0052,b2204,b4232,1
b0401,b2687,b2813,1
b0875,b1069,b1855,1
b0417,b1059,b3579,1
b0109,b1515,b2393,1
b0764,b0784,b3368,1
b0366,b0904,b4006,1
b0641,b0931,b2400,1
b0972,b2316,b3389,1
b0774,b3126,b3450,1
b0750,b0811,b3849,1
b0811,b2574,b2702,1
b1393,b1832,b2312,1
b0174,b2799,b2933,1
b2022,b2096,b3957,1
b0133,b3035,b3654,1
b1285,b3350,b3607,1
b0494,b3200,b4094,1
b0096,b0696,b0726,1
b0242,b2094,b3804,1
b0386,b0996,b2278,1
b0777,b1225,b2179,1
b1093,b2200,b3856,1
b1623,b2328,b3771,1
b1710,b3189,b3721,1
b0421,b0480,b2794,1
b0775,b0902,b2374,1
b0524,b2392,b3236,1
b0131,b2257,b3397,1
b0805,b2441,b3941,1
b0356,b2582,b3774,1
b0078,b1069,b4267,1
b0159,b2888,b3715,1
b0512,b3648,b3733,1
b0179,b0677,b3093,1
b2762,b2954,b3091,1
b0174,b2202,b2661,1
b2799,b2918,b3639,1
b2703,b2751,b4288,1
b0604,b1319,b2585,1
b0269,b1244,b2827,1
b3634,b3915,b3945,1
b0675,b0931,b3843,1
b1693,b2515,b3197,1
b1599,b3974,b4195,1
b1007,b1605,b3368,1
b1389,b3256,b4087,1
b0613,b3058,b3974,1
b2563,b2780,b3893,1
b0415,b1270,b3281,1
b3040,b3738,b4209,1
b0109,b0755,b3619,1
b0978,b1616,b2316,1
b0088,b2153,b3845,1
b1606,b3479,b3972,1
b2021,b3617,b4177,1
b0087,b2312,b2578,1
b0180,b0606,b1247,1
b0776,b1198,b3823,1
b0004,b0423,b2877,1
b2764,b2987,b4244,1
b0641,b3826,b3990,1
b1337,b3787,b3957,1
b0174,b2290,b2465,1
b0597,b1483,b3177,1
b0154,b2253,b4356,1
b0325,b1484,b3941,1
b1281,b4054,b4070,1
b0778,b0781,b3850,1
b0052,b2022,b3907,1
b2585,b3614,b3846,1
b1093,b3962,b4239,1
b0152,b1107,b2478,1
b2023,b2788,b3903,1
b0918,b3367,b3412,1
b2040,b2746,b3011,1
b0414,b2279,b2802,1
b3182,b3878,b4006,1
b0915,b1380,b3127,1
b0932,b2764,b3176,1
b2498,b2752,b4240,1
b0875,b3198,b3452,1
b0090,b1449,b4138,1
b1215,b2913,b4193,1
b0025,b0639,b1683,1
b1227,b3907,b3993,1
b0091,b0115,b2242,1
b0103,b2406,b3997,1
b0774,b0895,b3610,1
b0048,b3222,b3809,1
b0179,b2536,b2963,1
b1611,b3616,b4177,1
b0180,b3918,b3996,1
b1291,b2917,b3993,1
b0776,b1378,b3225,1
b2032,b2153,b2933,1
b0088,b2499,b4042,1
b0386,b2579,b4177,1
b0862,b1317,b2585,1
b0421,b1091,b3519,1
b0154,b0452,b0973,1
b1296,b2762,b2942,1
b1208,b1814,b2173,1
b2907,b3360,b3628,1
b1474,b2752,b4291,1
b2411,b3058,b3639,1
b0908,b2041,b4260,1
b2563,b4160,b4460,1
b0091,b0421,b4298,1
b0072,b2027,b2957,1
b0149,b0185,b4237,1
b2708,b2719,b4245,1
b1208,b1288,b4407,1
b3182,b3903,b4261,1
b0243,b1478,b1734,1
b0903,b2143,b3991,1
b2197,b2935,b3018,1
b0089,b0606,b1919,1
b0052,b0630,b0945,1
b1812,b2942,b4129,1
b3176,b3493,b4467,1
b0110,b0180,b2912,1
b0886,b2200,b2600,1
b2987,b3567,b3967,1
b0003,b0575,b3940,1
b2024,b2489,b3256,1
b0493,b0973,b2763,1
b1064,b1851,b3607,1
b0698,b1091,b4208,1
b0159,b1300,b1850,1
b2303,b4024,b4262,1
b0572,b2751,b3224,1
b1813,b2574,b2895,1
b0054,b2924,b2942,1
b0084,b1377,b3748,1
b0054,b1737,b2239,1
b0754,b3567,b3959,1
b0819,b1476,b3255,1
b0166,b0485,b3750,1
b0837,b1093,b1677,1
b1518,b2615,b4154,1
b3172,b3734,b3875,1
b0517,b1281,b3005,1
b0750,b1015,b2379,1
b0115,b1865,b2557,1
b1263,b1711,b2919,1
b1033,b1095,b2752,1
b0089,b0630,b2287,1
b0376,b3577,b3648,1
b1856,b2019,b2937,1
b0333,b0369,b4040,1
b0131,b3052,b3256,1
b0813,b1682,b2507,1
b0414,b2720,b3785,1
b2523,b2751,b4388,1
b0418,b1010,b3058,1
b1262,b2997,b3752,1
b0089,b3070,b3127,1
b1136,b2199,b3008,1
b2232,b2507,b3665,1
b0867,b2702,b3389,1
b0133,b0688,b1301,1
b0641,b1223,b2483,1
b0029,b0160,b2286,1
b0031,b0734,b3781,1
b1693,b2498,b2762,1
b1710,b3187,b4161,1
b0074,b2501,b4471,1
b0103,b3213,b3942,1
b0085,b1430,b2933,1
b0651,b1693,b2738,1
b0030,b0090,b3541,1
b0109,b1588,b3493,1
b0142,b0639,b4476,1
b0025,b2323,b3967,1
b0091,b1771,b2995,1
b2309,b2320,b2329,1
b1779,b2750,b3956,1
b0511,b0979,b4214,1
b0154,b2204,b2943,1
b0088,b0875,b2288,1
b0103,b1441,b4096,1
b0932,b1096,b3958,1
b0585,b0896,b3018,1
b0774,b2523,b4139,1
b3425,b4005,b4269,1
b0767,b1298,b3368,1
b1059,b2019,b3189,1
b1012,b1288,b2486,1
b0420,b1069,b1487,1
b0061,b0116,b0417,1
b0765,b1377,b3199,1
b0173,b0777,b3425,1
b0096,b0931,b3479,1
b0576,b1740,b4167,1
b0242,b0789,b4460,1
b2472,b2942,b4388,1
b3633,b3990,b4032,1
b0339,b0774,b2947,1
b1210,b2095,b4197,1
b1136,b1613,b2022,1
b1486,b3730,b4039,1
b2014,b2746,b3124,1
b1092,b2329,b2417,1
b0628,b0915,b2164,1
b0175,b0696,b3960,1
b0896,b2827,b3551,1
b0945,b1738,b4040,1
b0584,b1288,b2156,1
b0179,b1378,b3575,1
b0181,b1682,b1907,1
b2041,b3639,b4244,1
b1800,b3114,b3389,1
b0341,b2810,b3774,1
b2286,b2751,b4237,1
b0776,b3005,b3721,1
b0089,b0469,b2842,1
b1131,b1232,b1857,1
b0720,b2417,b4208,1
b1011,b2599,b3091,1
b0133,b0174,b3749,1
b0957,b1185,b3991,1
b0973,b2278,b3992,1
b1263,b1759,b3456,1
b0008,b0778,b1907,1
b0040,b0174,b0622,1
b1062,b3566,b4382,1
b1092,b2715,b3063,1
b0159,b1106,b4013,1
b0166,b2827,b3360,1
b0778,b0974,b2146,1
b0031,b2277,b3416,1
b0750,b1748,b2587,1
b0589,b0914,b2173,1
b0153,b1296,b2472,1
b0421,b1225,b3415,1
b1341,b1388,b4005,1
b0109,b0153,b4033,1
b0696,b2483,b3433,1
b0084,b1654,b3224,1
b0524,b1601,b4231,1
b1476,b2675,b3959,1
b0654,b1210,b1394,1
b1640,b3478,b3805,1
b0366,b1476,b2022,1
b1131,b2148,b2668,1
b1012,b2599,b3829,1
b0142,b3629,b4476,1
b2482,b3416,b4261,1
b0819,b1281,b2200,1
b0657,b1516,b2499,1
b0152,b0596,b2476,1
b0085,b0403,b2210,1
b0857,b1210,b2889,1
b0109,b0874,b4055,1
b0415,b2020,b2147,1
b2492,b3843,b3940,1
b0159,b1232,b4193,1
b1059,b3172,b3952,1
b3360,b3625,b4513,1
b0142,b2703,b3656,1
b2286,b2687,b3750,1
b0341,b0774,b1300,1
b2373,b3255,b4226,1
b0732,b1193,b1693,1
b2866,b3630,b3972,1
b0089,b1732,b2540,1
b0087,b2206,b2988,1
b0109,b1684,b2763,1
b1992,b2502,b2750,1
b0615,b2328,b2747,1
b0638,b2155,b4262,1
b0029,b0337,b3916,1
b1896,b3793,b4407,1
b0085,b2987,b4031,1
b0154,b0340,b1857,1
b0090,b0543,b4139,1
b0750,b2257,b4384,1
b0084,b3417,b3946,1
b2052,b3255,b3728,1
b1007,b3018,b3255,1
b0243,b0337,b0428,1
b2019,b3012,b3571,1
b1206,b2315,b3367,1
b0166,b2499,b4033,1
b0054,b0606,b4131,1
b0469,b2507,b3991,1
b1260,b2178,b3567,1
b1119,b4005,b4096,1
b0260,b2710,b2750,1
b1535,b3063,b3997,1
b0067,b1215,b1247,1
b0810,b1865,b2021,1
b0133,b1134,b2143,1
b0507,b1693,b3621,1
b0732,b3058,b3726,1
b2523,b2677,b3993,1
b2020,b3223,b4321,1
b0632,b2316,b2670,1
b1109,b1982,b2942,1
b0073,b2615,b3751,1
b0514,b2942,b3571,1
b1400,b2414,b3058,1
b0174,b0583,b3749,1
b2316,b3787,b3849,1
b0029,b0221,b1622,1
b0212,b2329,b4474,1
b0522,b2720,b2965,1
b0844,b2585,b4515,1
b2164,b3992,b4232,1
b0090,b1589,b3960,1
b2751,b2920,b3488,1
b1723,b2023,b3857,1
b0577,b1662,b2329,1
b0237,b0505,b3201,1
b0173,b0340,b4266,1
b0182,b2463,b2497,1
b1519,b2702,b3634,1
b0004,b2014,b2710,1
b0038,b2199,b3974,1
b0417,b3627,b4033,1
b0720,b2097,b3734,1
b2499,b3032,b4053,1
b2020,b2705,b3870,1
b0086,b2687,b3425,1
b1487,b3843,b4014,1
b0071,b1678,b2987,1
b0173,b0751,b2366,1
b1119,b2868,b3200,1
b0243,b2979,b4382,1
b0031,b0179,b0543,1
b1737,b1740,b4268,1
b1226,b2557,b3918,1
b0179,b2284,b4352,1
b1131,b1794,b2178,1
b2963,b3458,b4005,1
b3198,b3479,b3493,1
b0068,b1093,b3612,1
b1136,b3061,b3860,1
b1291,b1850,b2615,1
b0089,b0827,b2661,1
b2097,b2827,b3786,1
b0142,b0887,b3774,1
b1800,b2682,b3256,1
b2518,b3850,b4261,1
b1136,b1389,b3993,1
b0590,b0622,b0750,1
b1740,b3528,b3729,1
b1821,b2329,b2523,1
b3433,b4173,b4219,1
